section,text,clean_text,tokens,tokens_nostop
ORBEA  MAGDA,"Decreto-Lei n.º 113/2013: Establishes the rules governing the protection of animals used for scientific purposes in Portugal, in line with EU Directive 2010/63/EU. It regulates the ethical review, authorization, housing, care, and use of animals in research, as well as training requirements and institutional responsibilities.",decretolei n establishes the rules governing the protection of animals used for scientific purposes in portugal in line with eu directive eu it regulates the ethical review authorization housing care and use of animals in research as well as training requirements and institutional responsibilities,"['decretolei', 'establishes', 'the', 'rule', 'governing', 'the', 'protection', 'animal', 'used', 'for', 'scientific', 'purpose', 'portugal', 'line', 'with', 'directive', 'regulates', 'the', 'ethical', 'review', 'authorization', 'housing', 'care', 'and', 'use', 'animal', 'research', 'well', 'training', 'requirement', 'and', 'institutional', 'responsibility']","['decretolei', 'establishes', 'rule', 'governing', 'protection', 'animal', 'used', 'scientific', 'purpose', 'portugal', 'line', 'directive', 'regulates', 'ethical', 'review', 'authorization', 'housing', 'care', 'use', 'animal', 'research', 'well', 'training', 'requirement', 'institutional', 'responsibility']"
ORBEA  MAGDA,"Decreto-Lei n.º 21/2014: Establishes the legal framework for clinical research in Portugal, including the requirements for ethical approval, informed consent, and trial registration.",decretolei n establishes the legal framework for clinical research in portugal including the requirements for ethical approval informed consent and trial registration,"['decretolei', 'establishes', 'the', 'legal', 'framework', 'for', 'clinical', 'research', 'portugal', 'including', 'the', 'requirement', 'for', 'ethical', 'approval', 'informed', 'consent', 'and', 'trial', 'registration']","['decretolei', 'establishes', 'legal', 'framework', 'clinical', 'research', 'portugal', 'including', 'requirement', 'ethical', 'approval', 'informed', 'consent', 'trial', 'registration']"
ORBEA  MAGDA,"Decreto-Lei n.º 80/2018: Regulates the organization, operation, and responsibilities of ethics committees in healthcare institutions, universities, and biomedical research centers conducting clinical studies.",decretolei n regulates the organization operation and responsibilities of ethics committees in healthcare institutions universities and biomedical research centers conducting clinical studies,"['decretolei', 'regulates', 'the', 'organization', 'operation', 'and', 'responsibility', 'ethic', 'committee', 'healthcare', 'institution', 'university', 'and', 'biomedical', 'research', 'center', 'conducting', 'clinical', 'study']","['decretolei', 'regulates', 'organization', 'operation', 'responsibility', 'ethic', 'committee', 'healthcare', 'institution', 'university', 'biomedical', 'research', 'center', 'conducting', 'clinical', 'study']"
ORBEA  MAGDA,"Lei n.º 58/2019: Adopts and enforces the EU General Data Protection Regulation (GDPR) in the Portuguese legal system, governing the processing of personal data, including in scientific research contexts.",lei n adopts and enforces the eu general data protection regulation gdpr in the portuguese legal system governing the processing of personal data including in scientific research contexts,"['lei', 'adopts', 'and', 'enforces', 'the', 'general', 'data', 'protection', 'regulation', 'gdpr', 'the', 'portuguese', 'legal', 'system', 'governing', 'the', 'processing', 'personal', 'data', 'including', 'scientific', 'research', 'context']","['lei', 'adopts', 'enforces', 'general', 'data', 'protection', 'regulation', 'gdpr', 'portuguese', 'legal', 'system', 'governing', 'processing', 'personal', 'data', 'including', 'scientific', 'research', 'context']"
International Frameworks,"European Code of Conduct for Research Integrity (ALLEA): Provides a comprehensive framework for good research practices across all scientific disciplines and research settings. It defines principles such as reliability, honesty, respect, and accountability, and offers guidance for dealing with misconduct, data management, authorship, and collaborative research.",european code of conduct for research integrity allea provides a comprehensive framework for good research practices across all scientific disciplines and research settings it defines principles such as reliability honesty respect and accountability and offers guidance for dealing with misconduct data management authorship and collaborative research,"['european', 'code', 'conduct', 'for', 'research', 'integrity', 'allea', 'provides', 'comprehensive', 'framework', 'for', 'good', 'research', 'practice', 'across', 'all', 'scientific', 'discipline', 'and', 'research', 'setting', 'defines', 'principle', 'such', 'reliability', 'honesty', 'respect', 'and', 'accountability', 'and', 'offer', 'guidance', 'for', 'dealing', 'with', 'misconduct', 'data', 'management', 'authorship', 'and', 'collaborative', 'research']","['european', 'code', 'conduct', 'research', 'integrity', 'allea', 'provides', 'comprehensive', 'framework', 'good', 'research', 'practice', 'across', 'scientific', 'discipline', 'research', 'setting', 'defines', 'principle', 'reliability', 'honesty', 'respect', 'accountability', 'offer', 'guidance', 'dealing', 'misconduct', 'data', 'management', 'authorship', 'collaborative', 'research']"
International Frameworks,"UNESCO Recommendation on Science and Scientific Researchers: A global standard-setting instrument adopted by all UNESCO Member States, reinforcing the responsibilities of researchers and institutions. It addresses issues such as freedom of research, ethical oversight, societal responsibility, and the role of science in sustainable development.",unesco recommendation on science and scientific researchers a global standardsetting instrument adopted by all unesco member states reinforcing the responsibilities of researchers and institutions it addresses issues such as freedom of research ethical oversight societal responsibility and the role of science in sustainable development,"['unesco', 'recommendation', 'science', 'and', 'scientific', 'researcher', 'global', 'standardsetting', 'instrument', 'adopted', 'all', 'unesco', 'member', 'state', 'reinforcing', 'the', 'responsibility', 'researcher', 'and', 'institution', 'address', 'issue', 'such', 'freedom', 'research', 'ethical', 'oversight', 'societal', 'responsibility', 'and', 'the', 'role', 'science', 'sustainable', 'development']","['unesco', 'recommendation', 'science', 'scientific', 'researcher', 'global', 'standardsetting', 'instrument', 'adopted', 'unesco', 'member', 'state', 'reinforcing', 'responsibility', 'researcher', 'institution', 'address', 'issue', 'freedom', 'research', 'ethical', 'oversight', 'societal', 'responsibility', 'role', 'science', 'sustainable', 'development']"
International Frameworks,"Singapore Statement on Research Integrity: Sets out 14 universal principles for responsible conduct in research, including honesty, accountability, and good stewardship. Widely cited in codes of conduct and by funding agencies worldwide.",singapore statement on research integrity sets out universal principles for responsible conduct in research including honesty accountability and good stewardship widely cited in codes of conduct and by funding agencies worldwide,"['singapore', 'statement', 'research', 'integrity', 'set', 'out', 'universal', 'principle', 'for', 'responsible', 'conduct', 'research', 'including', 'honesty', 'accountability', 'and', 'good', 'stewardship', 'widely', 'cited', 'code', 'conduct', 'and', 'funding', 'agency', 'worldwide']","['singapore', 'statement', 'research', 'integrity', 'set', 'universal', 'principle', 'responsible', 'conduct', 'research', 'including', 'honesty', 'accountability', 'good', 'stewardship', 'widely', 'cited', 'code', 'conduct', 'funding', 'agency', 'worldwide']"
International Frameworks,"OECD Integrity and security in the global research ecosystem: Offers policy-level recommendations for promoting a culture of integrity, strengthening institutional frameworks, and managing research misconduct.",oecd integrity and security in the global research ecosystem offers policylevel recommendations for promoting a culture of integrity strengthening institutional frameworks and managing research misconduct,"['oecd', 'integrity', 'and', 'security', 'the', 'global', 'research', 'ecosystem', 'offer', 'policylevel', 'recommendation', 'for', 'promoting', 'culture', 'integrity', 'strengthening', 'institutional', 'framework', 'and', 'managing', 'research', 'misconduct']","['oecd', 'integrity', 'security', 'global', 'research', 'ecosystem', 'offer', 'policylevel', 'recommendation', 'promoting', 'culture', 'integrity', 'strengthening', 'institutional', 'framework', 'managing', 'research', 'misconduct']"
International Frameworks,"Declaration of Helsinki (World Medical Association): A cornerstone document for medical and health research ethics involving human participants. It outlines key principles such as informed consent, risk-benefit assessment, protection of vulnerable groups, and independent ethical review, and serves as a global benchmark for researchers and ethics committees.",declaration of helsinki world medical association a cornerstone document for medical and health research ethics involving human participants it outlines key principles such as informed consent riskbenefit assessment protection of vulnerable groups and independent ethical review and serves as a global benchmark for researchers and ethics committees,"['declaration', 'helsinki', 'world', 'medical', 'association', 'cornerstone', 'document', 'for', 'medical', 'and', 'health', 'research', 'ethic', 'involving', 'human', 'participant', 'outline', 'key', 'principle', 'such', 'informed', 'consent', 'riskbenefit', 'assessment', 'protection', 'vulnerable', 'group', 'and', 'independent', 'ethical', 'review', 'and', 'serf', 'global', 'benchmark', 'for', 'researcher', 'and', 'ethic', 'committee']","['declaration', 'helsinki', 'world', 'medical', 'association', 'cornerstone', 'document', 'medical', 'health', 'research', 'ethic', 'involving', 'human', 'participant', 'outline', 'key', 'principle', 'informed', 'consent', 'riskbenefit', 'assessment', 'protection', 'vulnerable', 'group', 'independent', 'ethical', 'review', 'serf', 'global', 'benchmark', 'researcher', 'ethic', 'committee']"
Authorship Guidelines,"Authorship confers credit and has implications at academic, social, and financial level. Authorship also implies responsibility and accountability for published work.",authorship confers credit and has implications at academic social and financial level authorship also implies responsibility and accountability for published work,"['authorship', 'confers', 'credit', 'and', 'ha', 'implication', 'academic', 'social', 'and', 'financial', 'level', 'authorship', 'also', 'implies', 'responsibility', 'and', 'accountability', 'for', 'published', 'work']","['authorship', 'confers', 'credit', 'ha', 'implication', 'academic', 'social', 'financial', 'level', 'authorship', 'also', 'implies', 'responsibility', 'accountability', 'published', 'work']"
Authorship Guidelines,"Below you can find a list of links that will help you to deal with the practical, ethical, and intellectual challenges you may encounter.",below you can find a list of links that will help you to deal with the practical ethical and intellectual challenges you may encounter,"['below', 'you', 'can', 'find', 'list', 'link', 'that', 'will', 'help', 'you', 'deal', 'with', 'the', 'practical', 'ethical', 'and', 'intellectual', 'challenge', 'you', 'may', 'encounter']","['find', 'list', 'link', 'help', 'deal', 'practical', 'ethical', 'intellectual', 'challenge', 'may', 'encounter']"
Authorship Guidelines by the International Committee of Medical Journal Editors,Author policies and guidelines (Elsevier) Authorship Principles (Springer),author policies and guidelines elsevier authorship principles springer,"['author', 'policy', 'and', 'guideline', 'elsevier', 'authorship', 'principle', 'springer']","['author', 'policy', 'guideline', 'elsevier', 'authorship', 'principle', 'springer']"
Student Ombudsperson,"If needed, students can refer to the University Student Ombudsperson whose mission is to promote and defend the rights and interests of students in the context of university life.",if needed students can refer to the university student ombudsperson whose mission is to promote and defend the rights and interests of students in the context of university life,"['needed', 'student', 'can', 'refer', 'the', 'university', 'student', 'ombudsperson', 'whose', 'mission', 'promote', 'and', 'defend', 'the', 'right', 'and', 'interest', 'student', 'the', 'context', 'university', 'life']","['needed', 'student', 'refer', 'university', 'student', 'ombudsperson', 'whose', 'mission', 'promote', 'defend', 'right', 'interest', 'student', 'context', 'university', 'life']"
Student Ombudsperson,"Equality, Diversity, and Inclusion",equality diversity and inclusion,"['equality', 'diversity', 'and', 'inclusion']","['equality', 'diversity', 'inclusion']"
Student Ombudsperson,"The University of Minho is committed to fostering an inclusive academic environment that promotes Equality, Diversity, and Inclusion (EDI), where diversity is valued, and all individuals can reach their full potential without fear of prejudice, discrimination, or harassment. This commitment is grounded in the university's Statutes and its Code of Ethical Conduct, and the university's Gender Equality Plan (IGUM) which emphasizes justice, equity, and equal opportunities for all members of the academic community.",the university of minho is committed to fostering an inclusive academic environment that promotes equality diversity and inclusion edi where diversity is valued and all individuals can reach their full potential without fear of prejudice discrimination or harassment this commitment is grounded in the universitys statutes and its code of ethical conduct and the universitys gender equality plan igum which emphasizes justice equity and equal opportunities for all members of the academic community,"['the', 'university', 'minho', 'committed', 'fostering', 'inclusive', 'academic', 'environment', 'that', 'promotes', 'equality', 'diversity', 'and', 'inclusion', 'edi', 'where', 'diversity', 'valued', 'and', 'all', 'individual', 'can', 'reach', 'their', 'full', 'potential', 'without', 'fear', 'prejudice', 'discrimination', 'harassment', 'this', 'commitment', 'grounded', 'the', 'university', 'statute', 'and', 'it', 'code', 'ethical', 'conduct', 'and', 'the', 'university', 'gender', 'equality', 'plan', 'igum', 'which', 'emphasizes', 'justice', 'equity', 'and', 'equal', 'opportunity', 'for', 'all', 'member', 'the', 'academic', 'community']","['university', 'minho', 'committed', 'fostering', 'inclusive', 'academic', 'environment', 'promotes', 'equality', 'diversity', 'inclusion', 'edi', 'diversity', 'valued', 'individual', 'reach', 'full', 'potential', 'without', 'fear', 'prejudice', 'discrimination', 'harassment', 'commitment', 'grounded', 'university', 'statute', 'code', 'ethical', 'conduct', 'university', 'gender', 'equality', 'plan', 'igum', 'emphasizes', 'justice', 'equity', 'equal', 'opportunity', 'member', 'academic', 'community']"
Harassment and Discrimination,"A key component of IGUM is the Prevention of Gender-Based Harassment and Discrimination, which seeks to eradicate such behaviors through primary, secondary, and tertiary prevention strategies. The University of Minho also provides a dedicated channel to report harassment and psychological support for victims, witnesses, and even offenders seeking assistance.",a key component of igum is the prevention of genderbased harassment and discrimination which seeks to eradicate such behaviors through primary secondary and tertiary prevention strategies the university of minho also provides a dedicated channel to report harassment and psychological support for victims witnesses and even offenders seeking assistance,"['key', 'component', 'igum', 'the', 'prevention', 'genderbased', 'harassment', 'and', 'discrimination', 'which', 'seek', 'eradicate', 'such', 'behavior', 'through', 'primary', 'secondary', 'and', 'tertiary', 'prevention', 'strategy', 'the', 'university', 'minho', 'also', 'provides', 'dedicated', 'channel', 'report', 'harassment', 'and', 'psychological', 'support', 'for', 'victim', 'witness', 'and', 'even', 'offender', 'seeking', 'assistance']","['key', 'component', 'igum', 'prevention', 'genderbased', 'harassment', 'discrimination', 'seek', 'eradicate', 'behavior', 'primary', 'secondary', 'tertiary', 'prevention', 'strategy', 'university', 'minho', 'also', 'provides', 'dedicated', 'channel', 'report', 'harassment', 'psychological', 'support', 'victim', 'witness', 'even', 'offender', 'seeking', 'assistance']"
Harassment and Discrimination,"By integrating these measures into its institutional framework, the University of Minho aims to build a more inclusive, respectful, and secure academic and professional environment.",by integrating these measures into its institutional framework the university of minho aims to build a more inclusive respectful and secure academic and professional environment,"['integrating', 'these', 'measure', 'into', 'it', 'institutional', 'framework', 'the', 'university', 'minho', 'aim', 'build', 'more', 'inclusive', 'respectful', 'and', 'secure', 'academic', 'and', 'professional', 'environment']","['integrating', 'measure', 'institutional', 'framework', 'university', 'minho', 'aim', 'build', 'inclusive', 'respectful', 'secure', 'academic', 'professional', 'environment']"
Harassment and Discrimination,"This guide serves as a starting point. As researchers, students are expected to actively seek further information, training, and mentorship in ethical research conduct.",this guide serves as a starting point as researchers students are expected to actively seek further information training and mentorship in ethical research conduct,"['this', 'guide', 'serf', 'starting', 'point', 'researcher', 'student', 'are', 'expected', 'actively', 'seek', 'further', 'information', 'training', 'and', 'mentorship', 'ethical', 'research', 'conduct']","['guide', 'serf', 'starting', 'point', 'researcher', 'student', 'expected', 'actively', 'seek', 'information', 'training', 'mentorship', 'ethical', 'research', 'conduct']"
Harassment and Discrimination,"A comprehensive ICVS Code of Ethics, Conduct, and Research Integrity is under development and will further detail expectations specific to our research environment.",a comprehensive icvs code of ethics conduct and research integrity is under development and will further detail expectations specific to our research environment,"['comprehensive', 'icvs', 'code', 'ethic', 'conduct', 'and', 'research', 'integrity', 'under', 'development', 'and', 'will', 'further', 'detail', 'expectation', 'specific', 'our', 'research', 'environment']","['comprehensive', 'icvs', 'code', 'ethic', 'conduct', 'research', 'integrity', 'development', 'detail', 'expectation', 'specific', 'research', 'environment']"
Access to Specialized Facilities,"In addition to our general laboratories, the ICVS hosts a range of specialized research facilities that bring together cutting-edge equipment, technical expertise, and dedicated workspaces. Examples include advanced microscopy platforms, cell culture rooms, animal facilities, and high-precision instrumentation areas.",in addition to our general laboratories the icvs hosts a range of specialized research facilities that bring together cuttingedge equipment technical expertise and dedicated workspaces examples include advanced microscopy platforms cell culture rooms animal facilities and highprecision instrumentation areas,"['addition', 'our', 'general', 'laboratory', 'the', 'icvs', 'host', 'range', 'specialized', 'research', 'facility', 'that', 'bring', 'together', 'cuttingedge', 'equipment', 'technical', 'expertise', 'and', 'dedicated', 'workspace', 'example', 'include', 'advanced', 'microscopy', 'platform', 'cell', 'culture', 'room', 'animal', 'facility', 'and', 'highprecision', 'instrumentation', 'area']","['addition', 'general', 'laboratory', 'icvs', 'host', 'range', 'specialized', 'research', 'facility', 'bring', 'together', 'cuttingedge', 'equipment', 'technical', 'expertise', 'dedicated', 'workspace', 'example', 'include', 'advanced', 'microscopy', 'platform', 'cell', 'culture', 'room', 'animal', 'facility', 'highprecision', 'instrumentation', 'area']"
Access to Specialized Facilities,"Because these facilities often involve specialized equipment or sensitive procedures, access to some of them is restricted and may require you to:",because these facilities often involve specialized equipment or sensitive procedures access to some of them is restricted and may require you to,"['because', 'these', 'facility', 'often', 'involve', 'specialized', 'equipment', 'sensitive', 'procedure', 'access', 'some', 'them', 'restricted', 'and', 'may', 'require', 'you']","['facility', 'often', 'involve', 'specialized', 'equipment', 'sensitive', 'procedure', 'access', 'restricted', 'may', 'require']"
Access to Specialized Facilities,Complete specific facility training (in addition to the mandatory general laboratory safety training).,complete specific facility training in addition to the mandatory general laboratory safety training,"['complete', 'specific', 'facility', 'training', 'addition', 'the', 'mandatory', 'general', 'laboratory', 'safety', 'training']","['complete', 'specific', 'facility', 'training', 'addition', 'mandatory', 'general', 'laboratory', 'safety', 'training']"
Access to Specialized Facilities,"Demonstrate competence in relevant techniques or procedures. Follow the facility’s own booking, usage, and safety rules.",demonstrate competence in relevant techniques or procedures follow the facilitys own booking usage and safety rules,"['demonstrate', 'competence', 'relevant', 'technique', 'procedure', 'follow', 'the', 'facility', 'own', 'booking', 'usage', 'and', 'safety', 'rule']","['demonstrate', 'competence', 'relevant', 'technique', 'procedure', 'follow', 'facility', 'booking', 'usage', 'safety', 'rule']"
Access to Specialized Facilities,"When filling out your onboarding form, you will be asked to indicate whether you expect to use any of these specific facilities. This will help us coordinate any additional training or approval processes you need before starting your work.",when filling out your onboarding form you will be asked to indicate whether you expect to use any of these specific facilities this will help us coordinate any additional training or approval processes you need before starting your work,"['when', 'filling', 'out', 'your', 'onboarding', 'form', 'you', 'will', 'asked', 'indicate', 'whether', 'you', 'expect', 'use', 'any', 'these', 'specific', 'facility', 'this', 'will', 'help', 'coordinate', 'any', 'additional', 'training', 'approval', 'process', 'you', 'need', 'before', 'starting', 'your', 'work']","['filling', 'onboarding', 'form', 'asked', 'indicate', 'whether', 'expect', 'use', 'specific', 'facility', 'help', 'coordinate', 'additional', 'training', 'approval', 'process', 'need', 'starting', 'work']"
Access to Specialized Facilities,Please note: Access to specialized facilities will only be granted after all required training has been completed and any necessary documentation has been signed.,please note access to specialized facilities will only be granted after all required training has been completed and any necessary documentation has been signed,"['please', 'note', 'access', 'specialized', 'facility', 'will', 'only', 'granted', 'after', 'all', 'required', 'training', 'ha', 'been', 'completed', 'and', 'any', 'necessary', 'documentation', 'ha', 'been', 'signed']","['please', 'note', 'access', 'specialized', 'facility', 'granted', 'required', 'training', 'ha', 'completed', 'necessary', 'documentation', 'ha', 'signed']"
Access to Specialized Facilities,Facility Safety Training – Process Flow,facility safety training process flow,"['facility', 'safety', 'training', 'process', 'flow']","['facility', 'safety', 'training', 'process', 'flow']"
Access to Specialized Facilities, Identify Facility Needs →  Indicate in Onboarding Form →  Complete Specific Facility Training →  Demonstrate Competence (if required) →  Sign Facility Rules/Documentation →  Access Granted,identify facility needs indicate in onboarding form complete specific facility training demonstrate competence if required sign facility rulesdocumentation access granted,"['identify', 'facility', 'need', 'indicate', 'onboarding', 'form', 'complete', 'specific', 'facility', 'training', 'demonstrate', 'competence', 'required', 'sign', 'facility', 'rulesdocumentation', 'access', 'granted']","['identify', 'facility', 'need', 'indicate', 'onboarding', 'form', 'complete', 'specific', 'facility', 'training', 'demonstrate', 'competence', 'required', 'sign', 'facility', 'rulesdocumentation', 'access', 'granted']"
Access to Specialized Facilities,"If, at the moment of your arrival, you are not sure which facilities you will need to use, don’t worry — you can always complete the required training at a later stage. When that time comes, please contact the facility manager listed on the table below to arrange your training and access.",if at the moment of your arrival you are not sure which facilities you will need to use dont worry you can always complete the required training at a later stage when that time comes please contact the facility manager listed on the table below to arrange your training and access,"['the', 'moment', 'your', 'arrival', 'you', 'are', 'not', 'sure', 'which', 'facility', 'you', 'will', 'need', 'use', 'dont', 'worry', 'you', 'can', 'always', 'complete', 'the', 'required', 'training', 'later', 'stage', 'when', 'that', 'time', 'come', 'please', 'contact', 'the', 'facility', 'manager', 'listed', 'the', 'table', 'below', 'arrange', 'your', 'training', 'and', 'access']","['moment', 'arrival', 'sure', 'facility', 'need', 'use', 'dont', 'worry', 'always', 'complete', 'required', 'training', 'later', 'stage', 'time', 'come', 'please', 'contact', 'facility', 'manager', 'listed', 'table', 'arrange', 'training', 'access']"
Access to Specialized Facilities,* Click on the facility name to view its location.,click on the facility name to view its location,"['click', 'the', 'facility', 'name', 'view', 'it', 'location']","['click', 'facility', 'name', 'view', 'location']"
Access to Specialized Facilities,"If you are unsure whether a facility requires extra training, please contact training.icvs@med.uminho.pt",if you are unsure whether a facility requires extra training please contact trainingicvsmeduminhopt,"['you', 'are', 'unsure', 'whether', 'facility', 'requires', 'extra', 'training', 'please', 'contact', 'trainingicvsmeduminhopt']","['unsure', 'whether', 'facility', 'requires', 'extra', 'training', 'please', 'contact', 'trainingicvsmeduminhopt']"
Access to Specialized Facilities,ICVS Highlights: Initiatives & Events,icvs highlights initiatives events,"['icvs', 'highlight', 'initiative', 'event']","['icvs', 'highlight', 'initiative', 'event']"
Student Seminars ,"The ICVS runs a vibrant series of student-led seminars, providing a valuable platform for early-career researchers to present their work, exchange ideas, and receive constructive feedback. These sessions strengthen academic engagement, foster peer-to-peer learning as well as internal collaborations.",the icvs runs a vibrant series of studentled seminars providing a valuable platform for earlycareer researchers to present their work exchange ideas and receive constructive feedback these sessions strengthen academic engagement foster peertopeer learning as well as internal collaborations,"['the', 'icvs', 'run', 'vibrant', 'series', 'studentled', 'seminar', 'providing', 'valuable', 'platform', 'for', 'earlycareer', 'researcher', 'present', 'their', 'work', 'exchange', 'idea', 'and', 'receive', 'constructive', 'feedback', 'these', 'session', 'strengthen', 'academic', 'engagement', 'foster', 'peertopeer', 'learning', 'well', 'internal', 'collaboration']","['icvs', 'run', 'vibrant', 'series', 'studentled', 'seminar', 'providing', 'valuable', 'platform', 'earlycareer', 'researcher', 'present', 'work', 'exchange', 'idea', 'receive', 'constructive', 'feedback', 'session', 'strengthen', 'academic', 'engagement', 'foster', 'peertopeer', 'learning', 'well', 'internal', 'collaboration']"
Student Seminars ,Mondays at 1:00 pm,mondays at pm,['monday'],['monday']
Advanced Seminars ,"The Advanced Seminars series features specialized talks from senior researchers, invited speakers or ICVS-based, and are designed for more experienced audiences, showcasing cutting-edge research and fostering in-depth scientific discussion.",the advanced seminars series features specialized talks from senior researchers invited speakers or icvsbased and are designed for more experienced audiences showcasing cuttingedge research and fostering indepth scientific discussion,"['the', 'advanced', 'seminar', 'series', 'feature', 'specialized', 'talk', 'from', 'senior', 'researcher', 'invited', 'speaker', 'icvsbased', 'and', 'are', 'designed', 'for', 'more', 'experienced', 'audience', 'showcasing', 'cuttingedge', 'research', 'and', 'fostering', 'indepth', 'scientific', 'discussion']","['advanced', 'seminar', 'series', 'feature', 'specialized', 'talk', 'senior', 'researcher', 'invited', 'speaker', 'icvsbased', 'designed', 'experienced', 'audience', 'showcasing', 'cuttingedge', 'research', 'fostering', 'indepth', 'scientific', 'discussion']"
Advanced Seminars ,Thursdays at 1:00 pm Well-Being Events,thursdays at pm wellbeing events,"['thursday', 'wellbeing', 'event']","['thursday', 'wellbeing', 'event']"
Advanced Seminars ,"The ICVS promotes the well-being of its community through themed activities, seminars, and workshops that encourage mental health, resilience, and work–life balance. These initiatives create opportunities to pause, recharge, and connect beyond research.",the icvs promotes the wellbeing of its community through themed activities seminars and workshops that encourage mental health resilience and worklife balance these initiatives create opportunities to pause recharge and connect beyond research,"['the', 'icvs', 'promotes', 'the', 'wellbeing', 'it', 'community', 'through', 'themed', 'activity', 'seminar', 'and', 'workshop', 'that', 'encourage', 'mental', 'health', 'resilience', 'and', 'worklife', 'balance', 'these', 'initiative', 'create', 'opportunity', 'pause', 'recharge', 'and', 'connect', 'beyond', 'research']","['icvs', 'promotes', 'wellbeing', 'community', 'themed', 'activity', 'seminar', 'workshop', 'encourage', 'mental', 'health', 'resilience', 'worklife', 'balance', 'initiative', 'create', 'opportunity', 'pause', 'recharge', 'connect', 'beyond', 'research']"
Annual retreat,"Every summer, the ICVS community comes together for a two-day Annual Retreat at a venue away from campus. The event combines institutional updates, speed talks, poster sessions, invited external speakers, and team-building activities — strengthening both professional collaboration and community spirit.",every summer the icvs community comes together for a twoday annual retreat at a venue away from campus the event combines institutional updates speed talks poster sessions invited external speakers and teambuilding activities strengthening both professional collaboration and community spirit,"['every', 'summer', 'the', 'icvs', 'community', 'come', 'together', 'for', 'twoday', 'annual', 'retreat', 'venue', 'away', 'from', 'campus', 'the', 'event', 'combine', 'institutional', 'update', 'speed', 'talk', 'poster', 'session', 'invited', 'external', 'speaker', 'and', 'teambuilding', 'activity', 'strengthening', 'both', 'professional', 'collaboration', 'and', 'community', 'spirit']","['every', 'summer', 'icvs', 'community', 'come', 'together', 'twoday', 'annual', 'retreat', 'venue', 'away', 'campus', 'event', 'combine', 'institutional', 'update', 'speed', 'talk', 'poster', 'session', 'invited', 'external', 'speaker', 'teambuilding', 'activity', 'strengthening', 'professional', 'collaboration', 'community', 'spirit']"
ICVS Green Lab Initiative ,"A dedicated team of researchers and staff leads the Green Lab Initiative, committed to reducing environmental impact, minimizing waste, and promoting sustainable practices without compromising scientific innovation. The initiative also raises awareness about the importance of eco-friendly research.",a dedicated team of researchers and staff leads the green lab initiative committed to reducing environmental impact minimizing waste and promoting sustainable practices without compromising scientific innovation the initiative also raises awareness about the importance of ecofriendly research,"['dedicated', 'team', 'researcher', 'and', 'staff', 'lead', 'the', 'green', 'lab', 'initiative', 'committed', 'reducing', 'environmental', 'impact', 'minimizing', 'waste', 'and', 'promoting', 'sustainable', 'practice', 'without', 'compromising', 'scientific', 'innovation', 'the', 'initiative', 'also', 'raise', 'awareness', 'about', 'the', 'importance', 'ecofriendly', 'research']","['dedicated', 'team', 'researcher', 'staff', 'lead', 'green', 'lab', 'initiative', 'committed', 'reducing', 'environmental', 'impact', 'minimizing', 'waste', 'promoting', 'sustainable', 'practice', 'without', 'compromising', 'scientific', 'innovation', 'initiative', 'also', 'raise', 'awareness', 'importance', 'ecofriendly', 'research']"
ICVS Green Lab Initiative , Interested in joining the task force? Please contact greenlab.icvs@med.uminho.pt,interested in joining the task force please contact greenlabicvsmeduminhopt,"['interested', 'joining', 'the', 'task', 'force', 'please', 'contact', 'greenlabicvsmeduminhopt']","['interested', 'joining', 'task', 'force', 'please', 'contact', 'greenlabicvsmeduminhopt']"
ICVS monthly newsletter,"Stay connected with the ICVS Monthly Newsletter — your source for the latest news, funding opportunities, training courses, and research highlights.",stay connected with the icvs monthly newsletter your source for the latest news funding opportunities training courses and research highlights,"['stay', 'connected', 'with', 'the', 'icvs', 'monthly', 'newsletter', 'your', 'source', 'for', 'the', 'latest', 'news', 'funding', 'opportunity', 'training', 'course', 'and', 'research', 'highlight']","['stay', 'connected', 'icvs', 'monthly', 'newsletter', 'source', 'latest', 'news', 'funding', 'opportunity', 'training', 'course', 'research', 'highlight']"
ICVS monthly newsletter,"Discover sustainability initiatives, upcoming events, and inspiring stories from the ICVS community, all in one place.",discover sustainability initiatives upcoming events and inspiring stories from the icvs community all in one place,"['discover', 'sustainability', 'initiative', 'upcoming', 'event', 'and', 'inspiring', 'story', 'from', 'the', 'icvs', 'community', 'all', 'one', 'place']","['discover', 'sustainability', 'initiative', 'upcoming', 'event', 'inspiring', 'story', 'icvs', 'community', 'one', 'place']"
ICVS monthly newsletter,Informatic tools/platforms Intranet - UMinho,informatic toolsplatforms intranet uminho,"['informatic', 'toolsplatforms', 'intranet', 'uminho']","['informatic', 'toolsplatforms', 'intranet', 'uminho']"
